,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Company,YEAR
3289,Wayne Markley (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10.0,Jun-01,2001.0,Marvel,
3290,Agent Pratt (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,10.0,Jul-02,2002.0,Marvel,
3291,Black Swan (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10.0,May-02,2002.0,Marvel,
3292,Elizabeth Bondi (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Living Characters,10.0,Oct-02,2002.0,Marvel,
3293,Garrison Klum (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,10.0,Aug-02,2002.0,Marvel,
3294,Maureen Lyszinski (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-02,2002.0,Marvel,
3295,Sandra Verdugo (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,10.0,Mar-02,2002.0,Marvel,
3296,Shathra (Earth-616),No Dual Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-02,2002.0,Marvel,
3297,Destiny Gonzales (Earth-616),Public Identity,Neutral Characters,,Blue Hair,Female Characters,,Deceased Characters,10.0,Jul-03,2003.0,Marvel,
3298,Host (Pathogen) (Earth-616),,,Blue Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-03,2003.0,Marvel,
3299,Chamayra Ortega (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,10.0,Aug-04,2004.0,Marvel,
3300,Fallen One (Herald) (Earth-616),Secret Identity,Bad Characters,White Eyes,Blue Hair,Male Characters,,Living Characters,10.0,Aug-04,2004.0,Marvel,
3301,John Zander (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,10.0,Aug-04,2004.0,Marvel,
3302,Augustus (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,10.0,Sep-05,2005.0,Marvel,
3303,Ayna Sareva (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,10.0,Jun-05,2005.0,Marvel,
3304,Charles Weiderman (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Feb-05,2005.0,Marvel,
3305,Eurystheus (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,10.0,Jun-05,2005.0,Marvel,
3306,Rebbecca Kaplan (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-05,2005.0,Marvel,
3307,Sarah Kinney (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,10.0,Mar-05,2005.0,Marvel,
3308,Vincent (Sisterhood of the Wasp) (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,10.0,Jan-05,2005.0,Marvel,
3309,Curtis Doyle (Earth-616),Public Identity,Good Characters,Black Eyes,Blond Hair,Male Characters,Homosexual Characters,Deceased Characters,10.0,Jul-06,2006.0,Marvel,
3310,Lucas Cross (Earth-616),,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,10.0,Nov-06,2006.0,Marvel,
3311,Rajani Dhama (Earth-616),,Good Characters,,,Female Characters,,Living Characters,10.0,Jan-06,2006.0,Marvel,
3312,Elizabeth Sooner (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,10.0,Sep-07,2007.0,Marvel,
3313,John Maddox (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10.0,Apr-07,2007.0,Marvel,
3314,Mulholland Black (Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Deceased Characters,10.0,Sep-07,2007.0,Marvel,
3315,Artume (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,10.0,Nov-08,2008.0,Marvel,
3316,Fraktur (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,10.0,Dec-08,2008.0,Marvel,
3317,Legba (Eternal) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,10.0,Aug-08,2008.0,Marvel,
3318,Madeleine Michaels (Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,10.0,Nov-08,2008.0,Marvel,
3319,Marina Zane (Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,10.0,Nov-08,2008.0,Marvel,
3320,Bentley Newton (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10.0,Dec-09,2009.0,Marvel,
3321,Bill (A.I.M. Agent) (Earth-616),Secret Identity,Neutral Characters,White Eyes,,Male Characters,,Living Characters,10.0,Jan-10,2010.0,Marvel,
3322,Hl\u00f6kk (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,10.0,Sep-10,2010.0,Marvel,
3323,Isaac Newton (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,10.0,Jun-10,2010.0,Marvel,
3324,Jacob Feinman (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,,Living Characters,10.0,Nov-10,2010.0,Marvel,
3325,Leonid (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Jun-10,2010.0,Marvel,
3326,Brad Dodge (Earth-616),,Good Characters,,,Male Characters,,Living Characters,10.0,Apr-11,2011.0,Marvel,
3327,Donna Kiel (Earth-616),,Neutral Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Aug-11,2011.0,Marvel,
3328,Harper Simmons (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,10.0,Jul-11,2011.0,Marvel,
3329,Hydra Queen (Grace) (Earth-616),,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-11,2011.0,Marvel,
3330,Inka (Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,10.0,Nov-11,2011.0,Marvel,
3331,Sanjay (Earth-616),Secret Identity,Good Characters,Red Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Nov-11,2011.0,Marvel,
3332,Splitlip (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,10.0,Sep-11,2011.0,Marvel,
3333,Wade Wilson (Evil Deadpool) (Earth-616),Secret Identity,Bad Characters,White Eyes,Red Hair,Male Characters,,Living Characters,10.0,Dec-11,2011.0,Marvel,
3334,Leonid Novokov (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,10.0,Aug-12,2012.0,Marvel,
3335,Caroline le Fay (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Grey Hair,Female Characters,,Living Characters,10.0,Apr-13,2013.0,Marvel,
3336,Eimin Worthington (Earth-616),Secret Identity,Bad Characters,No Eyes,Bald,Female Characters,,Deceased Characters,10.0,May-13,2013.0,Marvel,
3337,Recording Observation Bot (Earth-616),Public Identity,Good Characters,,,Agender Characters,,Living Characters,10.0,Mar-13,2013.0,Marvel,
3338,Uriel Worthington (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,10.0,May-13,2013.0,Marvel,
3339,Kevin Trublood (Earth-616),Public Identity,,,,Male Characters,,Living Characters,10.0,,,Marvel,
3340,Dimitrios (Earth-616),Public Identity,Bad Characters,,,Agender Characters,,Living Characters,10.0,,,Marvel,
3341,Shiklah (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,10.0,,,Marvel,
3342,Leonard Gade (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Apr-40,1940.0,Marvel,
3343,Merzah (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,9.0,Aug-40,1940.0,Marvel,
3344,William Carmody (Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,Aug-40,1940.0,Marvel,
3345,Dan Kane (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,9.0,Nov-41,1941.0,Marvel,
3346,George Washington (Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,9.0,Mar-47,1947.0,Marvel,
3347,Matthew Grayson (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,9.0,Dec-50,1950.0,Marvel,
3348,Arrow (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,9.0,Mar-51,1951.0,Marvel,
3349,Cliff Macklin (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,9.0,Mar-51,1951.0,Marvel,
3350,David Laramee (Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,9.0,Mar-51,1951.0,Marvel,
3351,Gitche Manitou (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Jan-51,1951.0,Marvel,
3352,Captain Stone (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,9.0,Mar-53,1953.0,Marvel,
3353,Harry Sikes (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,May-53,1953.0,Marvel,
3354,Grottu (Earth-616),,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,9.0,Feb-60,1960.0,Marvel,
3355,Taboo (Extraterrestrial) (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,9.0,Jun-60,1960.0,Marvel,
3356,Zzutak (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,Sep-61,1961.0,Marvel,
3357,Charles Stanton (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Oct-62,1962.0,Marvel,
3358,Buri (Asgardian) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Variable Hair,Male Characters,,Living Characters,9.0,Oct-63,1963.0,Marvel,
3359,Jason Cragg (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Apr-63,1963.0,Marvel,
3360,Wilhelm van Vile (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,May-63,1963.0,Marvel,
3361,Jinku (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,May-64,1964.0,Marvel,
3362,Red Hargrove (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Deceased Characters,9.0,May-64,1964.0,Marvel,
3363,Slade (Earth-616),,,,Blond Hair,Male Characters,,Living Characters,9.0,Apr-64,1964.0,Marvel,
3364,Vuk (Earth-616),Secret Identity,Neutral Characters,White Eyes,Green Hair,Male Characters,,Living Characters,9.0,Mar-64,1964.0,Marvel,
3365,Hans Rooten (Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,Feb-65,1965.0,Marvel,
3366,Lucky Lobo (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,9.0,Apr-65,1965.0,Marvel,
3367,Sharon Xavier (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9.0,Jul-65,1965.0,Marvel,
3368,Siegfried Farber (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,Jan-65,1965.0,Marvel,
3369,Dominus (Earth-616),,Bad Characters,,,,,Living Characters,9.0,Jun-66,1966.0,Marvel,
3370,Lyan (Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Nov-66,1966.0,Marvel,
3371,Seeker (Inhuman) (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,9.0,Jan-66,1966.0,Marvel,
3372,Johnny Carson (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,9.0,Jul-67,1967.0,Marvel,
3373,Tom Regal (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Sep-67,1967.0,Marvel,
3374,Trung Tuan (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Aug-67,1967.0,Marvel,
3375,General Bridges (Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,Mar-68,1968.0,Marvel,
3376,Tomazooma (Robot) (Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,,,Deceased Characters,9.0,Nov-68,1968.0,Marvel,
3377,Robert Chalmers (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Jun-69,1969.0,Marvel,
3378,Slave Master (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,9.0,Aug-69,1969.0,Marvel,
3379,Brett Sabre (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,9.0,Aug-70,1970.0,Marvel,
3380,Faceless One (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,9.0,Oct-70,1970.0,Marvel,
3381,Golem (Statue) (Earth-616),,,,No Hair,Male Characters,,Living Characters,9.0,Dec-70,1970.0,Marvel,
3382,Grand Vizier (Polemachus) (Earth-616),,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,9.0,Apr-70,1970.0,Marvel,
3383,Melvin Scarbo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,9.0,Mar-70,1970.0,Marvel,
3384,Ka-Nu (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,9.0,Mar-71,1971.0,Marvel,
3385,Kaanuub (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,9.0,Jun-71,1971.0,Marvel,
3386,Doc Watson (Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,Jun-72,1972.0,Marvel,
3387,Howard Shigeta (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,9.0,May-72,1972.0,Marvel,
3388,Laurie Livingston (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,9.0,May-72,1972.0,Marvel,
3389,Linda Donaldson (Earth-616),,,,,Female Characters,,Living Characters,9.0,Mar-72,1972.0,Marvel,
3390,Reva Connors (Earth-616),,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,9.0,Jun-72,1972.0,Marvel,
3391,Rex Carpenter (Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,9.0,Dec-72,1972.0,Marvel,
3392,Alexi Skarab (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Aug-73,1973.0,Marvel,
3393,Derek McDowell (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,9.0,Aug-73,1973.0,Marvel,
3394,Franklin Armstrong Schist (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,Sep-73,1973.0,Marvel,
3395,Hathor-Sekhmet (Earth-616),Secret Identity,,White Eyes,Orange Hair,Female Characters,,Living Characters,9.0,Jun-73,1973.0,Marvel,
3396,Maria Dracula (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,9.0,Aug-73,1973.0,Marvel,
3397,Sui-San (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,Nov-73,1973.0,Marvel,
3398,Turac (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,9.0,Sep-73,1973.0,Marvel,
3399,Daemond (Earth-616),,,,,Male Characters,,Living Characters,9.0,Feb-74,1974.0,Marvel,
3400,Gregori Kronski (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,9.0,Jun-74,1974.0,Marvel,
3401,Grigar (Earth-616),,,,Brown Hair,Male Characters,,Living Characters,9.0,Apr-74,1974.0,Marvel,
3402,Richard Harper (Earth-616),,,,,Male Characters,,Living Characters,9.0,Oct-74,1974.0,Marvel,
3403,Roscoe Simons (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,9.0,Oct-74,1974.0,Marvel,
3404,William Turner (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,9.0,Nov-74,1974.0,Marvel,
3405,Gerald Ford (Earth-616),Public Identity,,,,Male Characters,,Living Characters,9.0,Mar-75,1975.0,Marvel,
3406,Iridia (Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,9.0,Oct-75,1975.0,Marvel,
3407,Julian Phyffe (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,9.0,Aug-75,1975.0,Marvel,
3408,Melf (Earth-616),No Dual Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,9.0,Jul-75,1975.0,Marvel,
3409,Ramon de Rico (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,9.0,Apr-75,1975.0,Marvel,
3410,Arides (Earth-616),Secret Identity,Bad Characters,Amber Eyes,Black Hair,Male Characters,,Living Characters,9.0,Feb-76,1976.0,Marvel,
3411,Erik Gelden (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,9.0,May-76,1976.0,Marvel,
3412,Floyd Mangles (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,9.0,Jan-76,1976.0,Marvel,
3413,Gorr (New Men) (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,Jun-76,1976.0,Marvel,
3414,Achmed Korba (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,9.0,Mar-77,1977.0,Marvel,
3415,Esteban Carracus (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,Jan-77,1977.0,Marvel,
3416,Hecate (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,9.0,Nov-77,1977.0,Marvel,
3417,Leo (LMD) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,9.0,Jun-77,1977.0,Marvel,
3418,Libra (LMD) (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,9.0,Jul-77,1977.0,Marvel,
3419,Belathauzer (Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,9.0,May-78,1978.0,Marvel,
3420,Priscilla Dolly (Earth-616),,,,,Female Characters,,Living Characters,9.0,Jun-78,1978.0,Marvel,
3421,Utgard-Loki (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,9.0,Jun-78,1978.0,Marvel,
3422,Virako (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,9.0,Sep-78,1978.0,Marvel,
3423,Thoran Rul (Earth-616),Public Identity,,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,Apr-79,1979.0,Marvel,
3424,Clifford Michaels (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,Dec-80,1980.0,Marvel,
3425,Fafnir (Frost Giant) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,9.0,Feb-80,1980.0,Marvel,
3426,Hodiak (Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,Oct-80,1980.0,Marvel,
3427,John Daltry (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,9.0,May-80,1980.0,Marvel,
3428,Lou Monkton (Earth-616),,,,Black Hair,Male Characters,,Living Characters,9.0,Mar-80,1980.0,Marvel,
3429,August Masters (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,9.0,Dec-81,1981.0,Marvel,
3430,Beverly Cross (Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,9.0,Apr-81,1981.0,Marvel,
3431,Biff Rifkin (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,,Male Characters,,Living Characters,9.0,May-81,1981.0,Marvel,
3432,Dherk (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Sep-81,1981.0,Marvel,
3433,Kirigi (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,9.0,Sep-81,1981.0,Marvel,
3434,Nanna (Asgardian) (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,9.0,Mar-81,1981.0,Marvel,
